date,type,registration,operator,fatalities,location,country,cat,year
19-Jun-79,Lockheed C-130E Hercules,May-20,Iran AF,5.0,near Shiraz,Iran,A1,1979
20-Jun-79,Boeing 727,Unknown,American Airlines,0.0,"Chicago, New Yor...",Ireland,H2,1979
21-Jun-79,HAL-748,VT-DXO,Indian Airlines,0.0,Mangalore Airpor...,India,A2,1979
21-Jun-79,Lockheed L-749 Constellation (VC-121B),C-GXKS,Beaver Air Spray,0.0,RiviÃ¨re-du-Loup...,Canada,A1,1979
22-Jun-79,Douglas DC-7CF,N357AL,Go Transportation,1.0,near Daggett-Barstow-...,USA,A1,1979
23-Jun-79,Boeing 727-76,AN-BSQ,LANICA,0.0,San JosÃ©-Juan S...,Costa Rica,H2,1979
26-Jun-79,Lockheed P-3B Orion,154596,US Navy,5.0,near Luzon Island-Cub...,Philippines,A1,1979
28-Jun-79,Consolidated PBY-6A Catalina,N101CS,private,1.0,near Alverca,Portugal,A1,1979
30-Jun-79,Lockheed L-1011 TriStar,Unknown,Eastern Air Lines,0.0,Miami Internatio...,USA,H2,1979
30-Jun-79,Tupolev Tu-154B,P-551,Chosonminhang,0.0,Budapest-Feriheg...,Hungary,A2,1979
30-Jun-79,Airbus A300B2-101,VT-EDV,Indian Airlines,0.0,Calcutta Airport...,India,A2,1979
02-Jul-79,Antonov An-2T,833,East German AF,0.0,Kamenz,Germany,A1,1979
03-Jul-79,Antonov An-2M,CCCP-02330,"Aeroflot, Ukraine",0.0,Krasnaya Polyana,Russia,A1,1979
05-Jul-79,Fairchild F-27A,F-GBRS,TAT,0.0,Paris-Orly Airpo...,France,O1,1979
06-Jul-79,Learjet 25B,N40BC,Chapman Commodities,2.0,Pueblo Memorial ...,USA,A1,1979
06-Jul-79,Antonov An-2R,SP-WOD,ZUA,0.0,Drzenin,Poland,A1,1979
07-Jul-79,Howard 500,N721N,Aggadir,0.0,near Aruba [Caribbean...,Atlantic Ocean,A1,1979
08-Jul-79,Fairchild C-119L Flying Boxcar,N1040E,Unknown,4.0,"Casa Grande, AZ",USA,A1,1979
09-Jul-79,Fairchild F-27,HC-BGI ?,Aerolineas Condor,0.0,Quito,Ecuador,H2,1979
11-Jul-79,Fokker F-28 Fellowship 1000,PK-GVE,Garuda,61.0,Mount Sibayak,Indonesia,A1,1979
12-Jul-79,BN-2A-9 Islander,DQ-FBO,Fiji Air,9.0,near Bua,Fiji,A1,1979
12-Jul-79,BN-2A Islander,D2-FMW,CTA,0.0,near Cela,Angola,A1,1979
13-Jul-79,Douglas DC-3-313,N21782,M.J. Supply,0.0,"near Belle Glade, FL",USA,A1,1979
15-Jul-79,Hawker Siddeley HS-748,C-GPAA,Austin Airways,0.0,Moosonee Airport...,Canada,A1,1979
20-Jul-79,Douglas DC-6A,N43865,Kimex Inc,2.0,near Kingston-Norman ...,Jamaica,A1,1979
20-Jul-79,SE-210 Caravelle VI-R,HK-1778,Aerotal Colombia,0.0,BogotÃ¡-Eldorado...,Colombia,A1,1979
20-Jul-79,Douglas C-47B (DC-3),N63250,Trans National Airlines,2.0,"near Honolulu, HI, USA",Pacific Ocean,A1,1979
20-Jul-79,Boeing 727,Unknown,United Airlines,0.0,Omaha-Eppley Air...,USA,H2,1979
20-Jul-79,BN-2A Islander,N856JA,Sun Air,0.0,Unknown,Unknown country,U1,1979
21-Jul-79,Boeing B-17G,N66573,Black Hills Aviation,2.0,"near Superior, MT",USA,A1,1979
23-Jul-79,Boeing 707-327C,OD-AFX,TMA,6.0,Beirut Internati...,Lebanon,A1,1979
23-Jul-79,GAF Nomad N.22B,PK-MAJ,MAF,1.0,within West Irian,Indonesia,A1,1979
23-Jul-79,IAI Arava 201,GN7953,Venezuela ANG,3.0,near Matthew's Ridge ...,Guyana,A1,1979
24-Jul-79,Lockheed 18 Lodestar,N33LM,Wiregrass Aviation,0.0,Brunswick-Glynco...,USA,A1,1979
24-Jul-79,DH-114 Heron 2D,N575PR,Prinair,8.0,Saint Croix-Alex...,U.S. Virgin Isl.,A1,1979
25-Jul-79,Fokker F-27 Friendship,Unknown,Biman Bangladesh,0.0,Calcutta,India,H2,1979
26-Jul-79,Boeing 707-330C,D-ABUY,Lufthansa Cargo,3.0,near Rio de Janeiro-G...,Brazil,A1,1979
27-Jul-79,DHC-6 Twin Otter 100,TF-JME,FlugfÃ©lag Nordurlands,0.0,Daneborg,Greenland,O1,1979
30-Jul-79,Douglas TC-47B (DC-3),FAC-684,Colombian AF,0.0,Unknown,Colombia,U1,1979
31-Jul-79,Avro 748-105 Srs. 1,G-BEKF,Dan-Air Services,17.0,Sumburgh Airport...,U.K.,A1,1979
??-JUL-1979,Douglas DC-6BF,N19CA,New World Air Charter,0.0,Larnaca Airport ...,Cyprus,U1,1979
02-Aug-79,Cessna 501 Citation I/SP,N15NY,private,1.0,Akron/Canton Reg...,USA,A1,1979
03-Aug-79,Let L-410M,CCCP-67206,"Aeroflot, Central Region",10.0,near Leningrad-Rzhevk...,Russia,A1,1979
04-Aug-79,HAL-748,VT-DXJ,Indian Airlines,45.0,near Panvel,India,A1,1979
04-Aug-79,Curtiss C-46A,N8040Y,Aircraft Line Maintenance,5.0,Cerro Tupungato,Chile,A1,1979
05-Aug-79,DC-9-32,EC-BIT,Iberia,0.0,"Fuerteventura, L...",Switzerland,H2,1979
07-Aug-79,BN-2A Islander,G-AXWG,Harvest Air,0.0,Unknown,Greenland,A1,1979
09-Aug-79,Antonov An-8,CCCP-69314,MOM Omsk,2.0,Moskva-Domodedov...,Russia,A1,1979
09-Aug-79,BN-2A-21 Defender,OA-2,Botswana AF,2.0,near Gaborone,Botswana,C1,1979
11-Aug-79,Learjet 35,N711AF,Bahri Aviation,5.0,near Katab,Egypt,A1,1979
11-Aug-79,Tupolev Tu-134A,CCCP-65816,"Aeroflot, Moldova",94.0,near Kurilovka,Ukraine,A1,1979
11-Aug-79,Tupolev Tu-134A,CCCP-65735,"Aeroflot, Belarus",84.0,near Kurilovka,Ukraine,A1,1979
16-Aug-79,Boeing 727,Unknown,Eastern Air Lines,0.0,Miami Internatio...,USA,H2,1979
19-Aug-79,Boeing 707-123B,5B-DAM,Cyprus Airways,0.0,Bahrain Internat...,Bahrain,A1,1979
22-Aug-79,Boeing 727,Unknown,United Airlines,0.0,"San Francisco, P...",USA,H2,1979
23-Aug-79,Learjet 24D,PT-DZU,LÃ­der TÃ¡xi AÃ©reo,0.0,SÃ£o Paulo-Virac...,Brazil,A1,1979
24-Aug-79,Boeing 727,Unknown,Libyan Arab Airlines,0.0,Larnaca,Cyprus,H2,1979
24-Aug-79,Antonov An-12TB,CCCP-12963,"Aeroflot, Krasnoyarsk",11.0,near Yeniseisk,Russia,A1,1979
26-Aug-79,Convair CV-440,N14478,Cornerstone Construction ?,0.0,San Juan-Isla Ve...,Puerto Rico,A1,1979
28-Aug-79,Fairchild C-119L Flying Boxcar,3194,Republic of China AF,20.0,Daxue Mountain,Taiwan,A1,1979
29-Aug-79,DHC-6 Twin Otter 300,C-GROW,Bradley Air Services,9.0,near Frobisher Bay Ai...,Canada,A1,1979
29-Aug-79,Tupolev Tu-124V,CCCP-45038,"Aeroflot, Privolzhsk",63.0,near Kirsanov,Russia,A1,1979
30-Aug-79,BN-2A-8 Islander,F-OGGL,Air Martinique,0.0,Fort de France-L...,Martinique,O1,1979
31-Aug-79,Curtiss C-46A,HI-189,private,0.0,Santo Domingo-La...,Dominican Rep.,O1,1979
31-Aug-79,Lockheed L-049 Constellation,HI-260,Aerovias Quisqueyana,0.0,Santo Domingo-La...,Dominican Rep.,O1,1979
31-Aug-79,Douglas DC-3-208A,HI-237,Alas del Caribe,0.0,Santo Domingo-La...,Dominican Rep.,O1,1979
31-Aug-79,Scottish Aviation Twin Pioneer 1,N9965F,Air North,0.0,Pilot Point Airp...,USA,A1,1979
01-Sep-79,Antonov An-26,RDPL-34037,Lao Aviation,0.0,Ban Mai,Thailand,A2,1979
03-Sep-79,Antonov An-24B,CCCP-46269,"Aeroflot, Arkhangelsk",40.0,near Amderma Airport ...,Russia,A1,1979
03-Sep-79,AÃ©rospatiale SN.601 Corvette,OY-SBS,Sterling Airways,10.0,near Nice-CÃ´te d'Azu...,France,A1,1979
04-Sep-79,DHC-3 Otter,C-FFSU,Labrador Airways,5.0,"Squaw Lake, QC",Canada,A2,1979
07-Sep-79,DC-8-62H,I-DIWW,Alitalia,0.0,"Rome, Tehran",Iran,H2,1979
09-Sep-79,BN-2A-8 Islander,B-11107,Taiwan Airlines,0.0,Orchid Island Ai...,Taiwan,A1,1979
11-Sep-79,Boeing 707-324C,B-1834,China Airlines,6.0,near Taipei-Chiang Ka...,Taiwan,A1,1979
12-Sep-79,Curtiss C-46A,N7768B,Rich,0.0,near South Caicos Int...,Turks & Caicos,A1,1979
12-Sep-79,Boeing 727-230,D-ABFI,Lufthansa,0.0,KÃ¶ln/Bonn Airpo...,Germany,H2,1979
13-Sep-79,Douglas DC-3C,N37906,Southern Flyer Inc,0.0,Hattiesburg-Bobb...,USA,O1,1979
14-Sep-79,Douglas DC-7,N4SW,Butler Aircraft Comp.,12.0,"near Klamath Falls, OR",USA,A1,1979
14-Sep-79,DC-9-32,I-ATJC,ATI,31.0,near Sarroch,Italy,A1,1979
17-Sep-79,DC-9-32,CF-TLU,Air Canada,0.0,"near Boston, MA",USA,A2,1979
18-Sep-79,Lockheed C-141B Starlifter,64-0647,USAF,0.0,"Charleston AFB, ...",USA,A1,1979
18-Sep-79,BN-2A-7 Islander,C-FZVV,Pacific Coastal,4.0,Blink Horn Point...,Canada,A1,1979
19-Sep-79,Boeing KC-135A,58-0127,USAF,5.0,Merced-Castle AF...,USA,A1,1979
20-Sep-79,Antonov An-2R,CCCP-56413,"Aeroflot, Belarus",0.0,near Malyushin Airfield,Belarus,A1,1979
20-Sep-79,Douglas C-47A (DC-3),ET-AGU,Ethiopian Airlines,0.0,Oborso,Ethiopia,A2,1979
25-Sep-79,Beech 200 Super King Air,G-BGHR,Eagle Aircraft Services,2.0,near Nantes,France,A1,1979
28-Sep-79,Curtiss C-46A,N10624,Miami Air Lease,0.0,near San Andros,Bahamas,A1,1979
28-Sep-79,Lockheed C-130H Hercules,CP-1375,TAB,4.0,near Panama City-Tocu...,Panama,A1,1979
30-Sep-79,DHC-6 Twin Otter 200,C-FWAF,West Coast Air,2.0,"Porpoise Bay, BC",Canada,A1,1979
03-Oct-79,Nord 2501 Noratlas,181/F-RBKT,French AF,0.0,"Royan, Charente-...",France,A1,1979
07-Oct-79,DC-8-62,HB-IDE,Swissair,14.0,Athens-Ellinikon...,Greece,A1,1979
10-Oct-79,Canadair CC-106 Yukon (CL-44),CX-BKD,ALAS,0.0,Montevideo-Carra...,Uruguay,A1,1979
13-Oct-79,Antonov An-2R,CCCP-70805,"Aeroflot, Yakutsk",0.0,Unknown,Russia,A1,1979
16-Oct-79,Fokker F-27 Friendship 600,5A-DDU,Libyan Arab Airlines,0.0,Malta-Luqa Airpo...,Malta,H2,1979
18-Oct-79,Douglas C-47 (DC-3),TG-AXA,Aviateca,0.0,Carmelita Airpor...,Guatemala,A1,1979
19-Oct-79,Antonov An-30B,84,Soviet AF,0.0,Iturup Island,Russia,O1,1979
20-Oct-79,BN-2A-21 Islander,PK-VIQ,Dirgantara Air Services,0.0,Unknown,Indonesia,A1,1979
23-Oct-79,Antonov An-2R,YR-APF,Aviatia Utilitara,0.0,Campina,Romania,A1,1979
25-Oct-79,Vickers 735 Viscount,G-BFYZ,Alidair,0.0,Kirkwall Airport...,U.K.,A1,1979
27-Oct-79,Antonov An-2TP,CCCP-32322,"Aeroflot, Yakutsk",3.0,Lensk,Russia,A1,1979
27-Oct-79,Beech 200 Super King Air,XC-PGR,Mexican Government,10.0,"near San Ysidro, CA",USA,A1,1979
30-Oct-79,Boeing 727,Unknown,PSA,0.0,Tijuana,Mexico,H2,1979
30-Oct-79,Ilyushin Il-14M,CCCP-61683,"Aeroflot, Moscow SPiMVL",0.0,near,Denmark,O1,1979
30-Oct-79,Douglas C-47B (DC-3),N99663,Frontier Flying Service,2.0,"Bettles Airport,...",USA,A1,1979
31-Oct-79,Douglas DC-6,Unknown,Mexican AF,3.0,near Cozumel Air Base...,Mexico,A1,1979
31-Oct-79,Yakovlev Yak-40K,CCCP-87948,"Aeroflot, North Kavkaz",0.0,near Tikhoretsk,Russia,A1,1979
01-Nov-79,DHC-6 Twin Otter 300,C-GTJA,Austin Airways,3.0,"Big Trout Lake, ON",Canada,A1,1979
05-Nov-79,BN-2A Islander,P2-ATU,Douglas Airways,3.0,Huabango,P.N. Guinea,A1,1979
05-Nov-79,DHC-6 Twin Otter 300,N23BC,SPIA,0.0,Tau Airport (TAV),American Samoa,A1,1979
06-Nov-79,BN-2A-9 Islander,YV-269C,Transmandu,0.0,Unknown,Unknown country,U1,1979
10-Nov-79,Douglas C-47B (DC-3),ST-AHH,National Agriculture Org.,0.0,near Kadugli Airport,Sudan,A1,1979
13-Nov-79,Curtiss C-46F,C-GYHT,Lambair,0.0,near Churchill-Metrop...,Canada,A1,1979
13-Nov-79,Douglas C-47A (DC-3),PT-KVT,Con. Tec. Operacional de Aviacao,0.0,near Cascavel Airport...,Brazil,A1,1979
15-Nov-79,Boeing 727,Unknown,American Airlines,0.0,near Washington-Dulle...,USA,C2,1979
16-Nov-79,Martin 4-0-4,N40438,Nevada Airlines,0.0,Grand Canyon-Nat...,USA,A1,1979
16-Nov-79,Yakovlev Yak-40,CCCP-87454,"Aeroflot, Leningrad",3.0,Vologda Airport ...,Russia,A1,1979
18-Nov-79,Fokker F-27 Friendship 200,S2-ABG,Biman Bangladesh,0.0,Savar,Bangladesh,A1,1979
18-Nov-79,Lockheed L-188CF Electra,N859U,Transamerica Airlines,3.0,"Salt Lake City, UT",USA,A1,1979
19-Nov-79,Douglas RC-54V (DC-4),N8060C,Tiburon Aircraft Inc,2.0,"near McCormick, SC",USA,A1,1979
19-Nov-79,Cessna 500 Citation I,N555AJ,National Jet Industries,2.0,near Denver-Arapahoe ...,USA,A1,1979
19-Nov-79,IAI Arava 201,T-201,Ecuador Army,16.0,LojaLoja Airport...,Ecuador,A1,1979
21-Nov-79,IAI Arava 102,LV-MRX,YPF,8.0,"near Puerto Williams,...",Chile,A1,1979
23-Nov-79,Ilyushin Il-76,CCCP-86714,Soviet AF,7.0,near Vitebsk Airport ...,Belarus,A1,1979
23-Nov-79,DC-10-40,Unknown,JAL,0.0,Tokyo-Narita Air...,Japan,H2,1979
24-Nov-79,Convair CV-440-86,N444JM,Mackey Int. Airlines,0.0,near Freeport-Grand B...,Bahamas,A1,1979
24-Nov-79,Boeing 727,Unknown,American Airlines,0.0,El Paso Internat...,USA,H2,1979
26-Nov-79,Boeing 707-340C,AP-AWZ,PIA,156.0,near Taif,Saudi Arabia,A1,1979
26-Nov-79,U-1A Otter (DHC-3),C-FJIK,Smithers Air Service,3.0,"Takla Narrows, BC",Canada,A1,1979
27-Nov-79,Hawker Siddeley HS-125-600B,236,Irish AF,0.0,Dublin-Baldonnel...,Ireland,A1,1979
28-Nov-79,DC-10-30,ZK-NZP,Air New Zealand,257.0,Mount Erebus,Antarctica,A1,1979
30-Nov-79,Boeing 707-373C,HZ-ACE,Saudi Arabian,0.0,Jeddah Internati...,Saudi Arabia,A1,1979
02-Dec-79,Learjet 24,N300JA,ERA Helicopters,0.0,Unalaska Airport...,USA,A1,1979
03-Dec-79,DHC-6 Twin Otter 300,N8061V,Evergreen Helicopters,4.0,"near Nome, AK",USA,A1,1979
11-Dec-79,Douglas DC-3C,N7302,Commercial Air Freight Inc,0.0,Oaxaca,Mexico,A1,1979
12-Dec-79,Martin 4-0-4,CP-1440,CAMBA,10.0,near Apolo Airport (APB),Bolivia,A1,1979
15-Dec-79,Cessna 500 Citation I,YV-O-MAC-1,Ministerio de Agricultura y Cria,2.0,Machiques,Venezuela,A1,1979
18-Dec-79,Douglas C-54D (DC-4),FAC-1106,SATENA,21.0,Cerro Toledo,Colombia,A1,1979
19-Dec-79,DHC-6 Twin Otter 300,HK-1710-W,An-Son Drilling,4.0,near Oroque,Colombia,A1,1979
22-Dec-79,DHC-5D Buffalo,FAP-348,Peruvian AF,29.0,near Puerto Esperanza,Peru,A1,1979
23-Dec-79,Curtiss C-46D,CP-777,Frigorificos Movima,0.0,near La Paz,Bolivia,A1,1979
23-Dec-79,Fokker F-28 Fellowship 1000,TC-JAT,THY,41.0,near Ankara-Esenboga ...,Turkey,A1,1979
23-Dec-79,GAF Nomad N.22B,P2-DNL,Douglas Airways,16.0,Manari Airport (...,P.N. Guinea,A1,1979
25-Dec-79,Ilyushin Il-76M,CCCP-86036,Soviet AF,48.0,near Kabul,Afghanistan,A1,1979
27-Dec-79,Boeing 747-121SF,N771PA,Pan Am,0.0,London-Heathrow ...,U.K.,A2,1979
??-???-1979,Douglas DC-7CF,N302G,private,0.0,Unknown,Colombia,A1,1979
??-???-1979,CASA C-212 Aviocar 100,424,Nicaraguan AF,0.0,Unknown,Unknown country,A1,1979
??-???-1979,DHC-6 Twin Otter 300,FAP-333,Peruvian AF,0.0,Unknown,Unknown country,A1,1979
??-???-1979,Tupolev Tu-154B,CCCP-85131,"Aeroflot, Ukraine",0.0,Unknown,Ukraine,O1,1979
??-???-1979,Antonov An-2P,SP-FNA,Zakladu Urz. Chem.,0.0,Unknown,Unknown country,O1,1979
01-Jan-80,Boeing 737-2A8,VT-EAH,Indian Airlines,0.0,Ahmedabad Airpor...,India,A2,1980
02-Jan-80,Boeing EC-135P,58-0007,USAF,0.0,Hampton-Langley ...,USA,O1,1980
02-Jan-80,BN-2A-21 Islander,HH-CNC,Haiti Air Inter,9.0,Grande-RiviÃ¨re-...,Haiti,A1,1980
05-Jan-80,Lockheed 18 Learstar I,N163R,private,0.0,"Palmyra Island, ...",U.S. M.O. Islands,A1,1980
07-Jan-80,DC-9-32,I-DIKB,Alitalia,0.0,Roma-Fiumicino A...,Italy,O1,1980
07-Jan-80,Antonov An-12BP,Unknown,Soviet AF,1.0,Kabul Airport (KBL),Afghanistan,A2,1980
11-Jan-80,Convair CV-440-11,CP-1358,Carga AÃ©reo Transportada,0.0,Camiare,Bolivia,A1,1980
13-Jan-80,DC-9-32,PK-GND,Garuda,0.0,Banjarmasin-Sjam...,Indonesia,A1,1980
14-Jan-80,DC-9-32,I-DIZI,Alitalia,0.0,Palermo-Punta Ra...,Italy,H2,1980
15-Jan-80,IAI Arava 201,3D-DAB,Swaziland AF,2.0,Zomba Air Base,Malawi,A1,1980
18-Jan-80,Boeing 720,Unknown,MEA,0.0,Beirut Internati...,Lebanon,H2,1980
18-Jan-80,Douglas C-47A (DC-3),L2-13/96,Thai AF,5.0,near Sri Racha,Thailand,A1,1980
21-Jan-80,Boeing 727-86,EP-IRD,Iran Air,128.0,near Tehran-Mehrabad ...,Iran,A1,1980
23-Jan-80,Fairchild F-27J,CP-1175,LAB,0.0,Santa Ana-Yacuma...,Bolivia,A1,1980
23-Jan-80,Tupolev Tu-134,SP-LGB,LOT,0.0,Warszawa-Okecie ...,Poland,A1,1980
23-Jan-80,CASA/Nurtanio NC-212 Aviocar,PK-XCE,Nurtanio,11.0,near Bogor,Indonesia,A1,1980
24-Jan-80,Douglas DC-3A,HK-2214,Aerotal Colombia,4.0,BogotÃ¡-Eldorado...,Colombia,A1,1980
24-Jan-80,Fairchild FH-227B,5002,Burmese AF,43.0,near Mandalay Airport...,Myanmar,A1,1980
25-Jan-80,Lockheed L-1011 TriStar,Unknown,Delta Air Lines,0.0,Havana,Cuba,H2,1980
27-Jan-80,Boeing 720-059B,HK-725,Avianca,0.0,Quito-Mariscal S...,Ecuador,A1,1980
28-Jan-80,Boeing 720,Unknown,MEA,0.0,Beirut Internati...,Lebanon,H2,1980
30-Jan-80,Dassault Falcon 10,N253K,Kellogg,2.0,Chicago-Merrill ...,USA,A1,1980
30-Jan-80,Dassault Falcon 10MER,39,French Navy,0.0,Toul-RosiÃ¨res A...,France,U1,1980
30-Jan-80,Douglas C-118B (DC-6),128426,USMC,0.0,"Alameda-NAS, CA ...",USA,O1,1980
30-Jan-80,Ilyushin Il-18,Unknown,Interflug,0.0,Unknown,Germany,H2,1980
31-Jan-80,Antonov An-26,RDPL-34037,Lao Aviation,0.0,Vientiane-Wattay...,Laos,A1,1980
02-Feb-80,Lockheed L-188AF Electra,YS-07C,TACA,0.0,San Salvador,El Salvador,O1,1980
03-Feb-80,Yakovlev Yak-40,CU-T1219,Cubana,1.0,Baracoa Airport ...,Cuba,A1,1980
06-Feb-80,Grumman American G-1159 Gulfstream II TT,TR-KHB,Gabon Government,5.0,near NgaoundÃ©rÃ© Air...,Cameroon,A1,1980
08-Feb-80,Boeing KC-135Q,60-0338,USAF,0.0,"Plattsburgh AFB,...",USA,O1,1980
08-Feb-80,Fokker F-27 Friendship 600,9Q-CLP,Air Zaire,3.0,Kinshasa-N'Djili...,D.R. Congo,A1,1980
15-Feb-80,Convair CV-240-0,N8330C,private,0.0,Port-au-Prince,Haiti,A1,1980
16-Feb-80,Bristol 175 Britannia 253,G-BRAC,Redcoat Air Cargo,7.0,"Billerica, MA",USA,A1,1980
21-Feb-80,Beech 200 Super King Air,VH-AAV,Advance Airlines,13.0,Sydney-Kingsford...,Australia,A1,1980
23-Feb-80,Fairchild C-119G Flying Boxcar,Unknown,Indian AF,46.0,Agra-Kheria Air ...,India,A1,1980
24-Feb-80,BN-2A-20 Islander,PK-VIT,Dirgantara Air Services,0.0,Banjarmasin,Indonesia,A1,1980
27-Feb-80,Boeing 707-309C,B-1826,China Airlines,2.0,Manila Internati...,Philippines,A1,1980
28-Feb-80,Douglas C-47 (DC-3),Unknown,Guatemala AF,31.0,near Poptun,Guatemala,A1,1980
01-Mar-80,Tupolev Tu-154A,CCCP-85103,"Aeroflot, West Siberia",0.0,Orenburg Airport...,Russia,A1,1980
01-Mar-80,Antonov An-26,Unknown,Afghan AF,0.0,Unknown,Unknown country,C1,1980
07-Mar-80,Antonov An-2R,SP-WSP,ZUA,0.0,Unknown,Unknown country,A1,1980
09-Mar-80,BN-2A-26 Islander,S7-AAE,Air Seychelles,0.0,Praslin Island A...,Seychelles,A1,1980
10-Mar-80,Boeing 707,Unknown,MEA,0.0,Beirut Internati...,Lebanon,H2,1980
13-Mar-80,Douglas C-47B (DC-3),CP-1243,Aerolineas La Paz,0.0,San Borja,Bolivia,A1,1980
14-Mar-80,Lockheed C-130H Hercules,74-2064,USAF,18.0,near Adana-Incirlik A...,Turkey,A1,1980
14-Mar-80,Ilyushin Il-62,SP-LAA,LOT,87.0,near Warszawa-Okecie ...,Poland,A1,1980
15-Mar-80,Beech 200 Super King Air,N1KA,Security Pacific Equipment Lease,0.0,unknown location,USA,O1,1980
17-Mar-80,Douglas DC-9-14,N9103,Texas International,0.0,Baton Rouge-Ryan...,USA,A1,1980
18-Mar-80,Douglas C-47B (DC-3),ET-AGM,Ethiopian Airlines,0.0,near Addis Ababa-Bole...,Ethiopia,A1,1980
20-Mar-80,Antonov An-24RV,B-484,CAAC,26.0,near Changsha Airport...,China,A1,1980
20-Mar-80,Tupolev Tu-134,Unknown,Aeroflot,0.0,Unknown,Unknown country,H2,1980
25-Mar-80,Learjet 36,D-CDFA,Air Traffic Executive Jet,0.0,near Sebha Airport (SEB),Libya,A1,1980
25-Mar-80,Douglas C-47B (DC-3),6851,South African AF,3.0,within Namibia,Namibia,A1,1980
27-Mar-80,Beech 200 Super King Air,N456L,Lufkin Industries,10.0,"near Parker, CO",USA,A1,1980
29-Mar-80,Convair CV-880,HP-821,Inair Panama,0.0,Panama City,Panama,A1,1980
30-Mar-80,BN-2A-9 Islander,PT-JSC,VOTEC,9.0,CuiabÃ¡-Marechal...,Brazil,A1,1980
31-Mar-80,Antonov An-24V,3X-GAU,Air GuinÃ©e,0.0,Conakry Airport ...,Guinea,A1,1980
??-MAR-1980,Antonov An-8,CCCP-27205,MAP Arsenyev,0.0,Arsenyev-Varfolo...,Russia,A1,1980
03-Apr-80,Boeing 707-373C,S2-ABQ,Biman Bangladesh,0.0,Singapore-Paya L...,Singapore,A1,1980
03-Apr-80,Canadair Challenger 600,C-GCGR-X,Canadair,1.0,"Mojave, CA",USA,A1,1980
03-Apr-80,Antonov An-2,CCCP-16027,"Aeroflot, Yakutsk",0.0,near Aldan Airport (ADH),Russia,A1,1980
08-Apr-80,BN-2A Trislander Mk.III-2,PK-KTI,Bali Int. Air Service,2.0,Balikpapan-Sepin...,Indonesia,A1,1980
09-Apr-80,Boeing 727,Unknown,American Airlines,0.0,"Dallas, Havana",Cuba,H2,1980
11-Apr-80,Douglas C-47A (DC-3),N64490,private,3.0,near Athol-Silverwood...,USA,A1,1980
11-Apr-80,Learjet 25B,N25TA,Thunderbird Airways,2.0,"near Conlon, TX",USA,A1,1980
12-Apr-80,Boeing 727-27C,PT-TYS,Transbrasil,55.0,near FlorianÃ³polis-H...,Brazil,A1,1980
13-Apr-80,Antonov An-2T,CCCP-62479,"Aeroflot, Yakutsk",0.0,Unknown,Russia,A1,1980
14-Apr-80,Antonov An-24B,CCCP-47732,"Aeroflot, Krasnoyarsk",2.0,Krasnoyarsk Airp...,Russia,A1,1980
14-Apr-80,Boeing 727,Unknown,Continental Air Lines,0.0,Denver-Stapleton...,USA,H2,1980
18-Apr-80,Antonov An-24B,CCCP-46220,"Aeroflot, Moscow SPiMVL",0.0,Moskva-Bykovo Ai...,Russia,A1,1980
21-Apr-80,Sabreliner 40,XA-EEU,Aeroservicios Internacionales,0.0,LÃ©on,Mexico,U1,1980
23-Apr-80,Douglas C-47B (DC-3),N709Z,Florida Preferred Equity,0.0,"near Dania, FL",USA,A1,1980
24-Apr-80,Lockheed EC-130E Hercules,62-1809,USAF,5.0,Posht-i-Badam,Iran,A1,1980
25-Apr-80,Boeing 727-46,G-BDAN,Dan-Air Services,146.0,Esperanzo Forest,Spain,A1,1980
27-Apr-80,Hawker Siddeley HS-748,HS-THB,Thai Airways,44.0,near Bangkok-Don Muan...,Thailand,A1,1980
28-Apr-80,Beech 99,F-BTMO,Compagnie AÃ©rienne du Languedoc,0.0,near Paris-Orly Airpo...,France,A1,1980
28-Apr-80,Douglas C-54Q (DC-4),CP-1351,Trak Airways,0.0,RÃ­o Beni,Bolivia,A1,1980
??-APR-1980,Convair CV-440,N94436,private,0.0,Unknown,Unknown country,U1,1980
??-APR-1980,Swearingen SA226-AT Metro III,N5498M,Fairchild,0.0,San Antonio Inte...,USA,A2,1980
01-May-80,Boeing 727,Unknown,PSA,0.0,Stockton Airport...,USA,H2,1980
02-May-80,DC-9-81 (MD-81),N980DC,McDonnell Douglas,0.0,"Edwards AFB, CA ...",USA,A2,1980
06-May-80,Learjet 23,N866JS,Kennedy Flite Center,2.0,Richmond Interna...,USA,A1,1980
06-May-80,Boeing 727-172C,CS-TBQ,TAP,0.0,"Madrid, Lisbon",Portugal,H2,1980
09-May-80,Antonov An-2T,SP-DNF,WSK Mielec,0.0,Unknown,Unknown country,A1,1980
09-May-80,Douglas C-47A (DC-3),N100MA,Private,0.0,"near La Macarena, Meta",Colombia,C1,1980
11-May-80,Boeing 707-329C,OO-SJH,"Sabena, op.for ZICAS",0.0,Douala Airport (...,Cameroon,A1,1980
13-May-80,BN-2A-6 Islander,PT-KHK,VOTEC,7.0,near SÃ£o Paulo-Virac...,Brazil,A1,1980
13-May-80,Swearingen SA226-TC Metro II,VH-SWO,Skywest Airlines (Australia),0.0,near Esperance Airpor...,Australia,A1,1980
13-May-80,Ilyushin Il-14,CU-T322,Cubana,3.0,near Varadero,Cuba,A1,1980
13-May-80,BN-2A-3 Islander,PK-OAB,Airfast Indonesia,0.0,Unknown,Unknown country,U1,1980
