date,type,registration,operator,fatalities,location,country,cat,year
01-Jan-63,Fairchild C-119 Flying Boxcar,Unknown,Indian AF,2.0,Banhilal,India,A1,1963
07-Jan-63,Lockheed P-2H Neptune,140966,US Navy,0.0,"near Alameda NAS, CA ...",USA,A1,1963
10-Jan-63,Lockheed P-2H Neptune,135559,US Navy,7.0,"Kodiak NAS, AK (...",USA,A1,1963
11-Jan-63,Curtiss C-46E,CF-HTI,Maritime Central Airways,0.0,Moncton-Metropol...,Canada,O1,1963
11-Jan-63,Lockheed L-749A Constellation,F-BAZM,SGAC,12.0,near PÃ©rillos,France,A1,1963
13-Jan-63,Fairchild C-123B Provider,54-0589,USAF,0.0,Memphis Municipa...,USA,O1,1963
13-Jan-63,Douglas DC-7,N4875C,Delta Air Lines,1.0,Memphis Municipa...,USA,A2,1963
15-Jan-63,Douglas DC-6A,G-APON,Cunard Eagle Airways,0.0,Colombo-Katunaya...,Sri Lanka,A2,1963
17-Jan-63,Fairchild F-27,N2703,West Coast Airlines,3.0,"Great Salt Lake, UT",USA,A1,1963
17-Jan-63,Scottish Aviation Twin Pioneer 1,G-APLN,Bristow Helicopters,0.0,near Chepbeica,Morocco,A1,1963
18-Jan-63,Antonov An-2R,CCCP-09166,"Aeroflot, Syktyvkar",0.0,Unknown,Russia,A1,1963
22-Jan-63,Convair CV-340-59,PP-CDY,Cruzeiro do Sul,0.0,Parnaiba Airport...,Brazil,A1,1963
22-Jan-63,Douglas C-54E (DC-4),6601,Portuguese AF,3.0,"near Las Palmas, Isla...",Spain,A1,1963
25-Jan-63,Douglas Dakota III (DC-3),G-AMJU,BUA,0.0,Blackpool Airpor...,U.K.,A2,1963
26-Jan-63,Curtiss C-46F,N67933,Skyvan Airways,1.0,Cape Lisburne AF...,USA,A1,1963
29-Jan-63,Vickers 812 Viscount,N242V,Continental Air Lines,8.0,Kansas City Down...,USA,A1,1963
30-Jan-63,Lockheed P-3A Orion,149672,US Navy,14.0,"near New York, NJ, USA",Atlantic Ocean,A1,1963
01-Feb-63,Douglas C-47A (DC-3),CBK-28,Turkish AF,3.0,"Ulus District, A...",Turkey,A1,1963
03-Feb-63,Lockheed L-1049H Super Constellation,N9740Z,Slick Airways,4.0,San Francisco In...,USA,A1,1963
04-Feb-63,Convair C-131E (CV-440),55-4758,USAF,1.0,"near Ogden-Hill AFB, ...",USA,A1,1963
08-Feb-63,Vickers 708 Viscount,G-ARBY,BUA,0.0,London-Gatwick A...,U.K.,A2,1963
08-Feb-63,Antonov An-10A,CCCP-11193,"Aeroflot, Komi",7.0,near Syktyvkar Airpor...,Russia,A1,1963
12-Feb-63,Boeing 720-051B,N724US,Northwest Orient Airlines,43.0,"Everglades, FL",USA,A1,1963
14-Feb-63,Scottish Aviation Twin Pioneer CC.1,XN318,RAF,5.0,near Long Semodo,Malaysia,A1,1963
15-Feb-63,Nord 2501 Noratlas,45,French AF,0.0,Fort-Lamy Airpor...,Chad,O1,1963
16-Feb-63,Curtiss C-46F,N616Z,Zantop,0.0,"Puyallup, WA",USA,A1,1963
26-Feb-63,Ilyushin Il-18V,CCCP-75732,"Aeroflot, Polar",10.0,Bukhta Yemlinska...,Russia,A1,1963
02-Mar-63,Douglas C-47B (DC-3),PI-C489,Philippine Air Lines,27.0,Mt. Boca,Philippines,A1,1963
03-Mar-63,Douglas C-47D (DC-3),43-49238,USAF,0.0,Unknown,Unknown country,A1,1963
04-Mar-63,Douglas DC-3A-191,N16067,Flugtransport,0.0,Herzogenaurach A...,Germany,A1,1963
04-Mar-63,Douglas C-47A (DC-3),43-30655,USAF,0.0,Bentwaters RAF S...,U.K.,A1,1963
05-Mar-63,Ilyushin Il-18V,CCCP-75765,"Aeroflot, Turkmenistan",12.0,Ashgabat Airport...,Turkmenistan,A1,1963
13-Mar-63,Scottish Aviation Twin Pioneer CC.2,XM290,RAF,0.0,Kalimikui,Kenya,A1,1963
13-Mar-63,Antonov An-6,CCCP-98341,"Aeroflot, Polar",0.0,near Richardson Lakes,Antarctica,O1,1963
13-Mar-63,Junkers Ju-52/3m,Unknown,Portuguese AF,0.0,Monte Real Air Base,Portugal,A1,1963
13-Mar-63,Antonov An-6,CCCP-04342,Polyarnaya Aviatsiya,0.0,near Richardson Lakes,Antarctica,O1,1963
15-Mar-63,Avro 685 York C.1,OD-ACZ,TMA,4.0,near Karaj,Iran,A1,1963
15-Mar-63,Douglas DC-6B,CP-707,LAB,39.0,near Tacora Volcano,Peru,A1,1963
15-Mar-63,Douglas C-117D (DC-3),17158,US Navy,0.0,"Memphis NAS, TN ...",USA,A1,1963
17-Mar-63,Vickers 802 Viscount,G-AOHO,BEA,0.0,Berlin-Tegel Air...,Germany,A2,1963
20-Mar-63,DH-106 Comet 4C,SA-R-7,Saudi Arabian Government,18.0,near Cuneo,Italy,A1,1963
21-Mar-63,Antonov An-2T,CCCP-32614,"Aeroflot, Far East",0.0,Nikolayevsk-na-A...,Russia,A1,1963
27-Mar-63,Vickers 668 Varsity T.1,G-APAZ,"RAF, op.for Smiths Aviation",2.0,near Staverton Airpor...,U.K.,A1,1963
29-Mar-63,Douglas DC-3D,9Q-CUS,Air Congo,0.0,Kasongo Lunda Ai...,D.R. Congo,A1,1963
29-Mar-63,Vickers 953 Vanguard,G-APEJ,BEA,0.0,Dublin Airport (...,Ireland,A2,1963
30-Mar-63,Douglas C-47B (DC-3),I-TAVI,Itavia,8.0,near Sora,Italy,A1,1963
30-Mar-63,Fairchild C-119G Flying Boxcar,MM52-6005,Italian AF,0.0,Pisa-Arturo dell...,Italy,A1,1963
03-Apr-63,Douglas C-54A (DC-4),0290/CTA-2,Argentine Navy,0.0,"Punta Indio, BA",Argentina,O1,1963
03-Apr-63,Douglas LC-47A (DC-3),0281/CTA-12,Argentine Navy,0.0,"Punta Indio, BA",Argentina,O1,1963
03-Apr-63,Antonov An-12,CCCP-11338,"Aeroflot, Polar",0.0,Magadan Airport ...,Russia,A1,1963
04-Apr-63,Ilyushin Il-18,CCCP-75866,"Aeroflot, Krasnoyarsk",67.0,"near Urakhcha, Rybnay...",Russia,A1,1963
04-Apr-63,Grumman G-73 Mallard,CF-FLC,Hudson Bay Air Transport,0.0,Flin Flon Airpor...,Canada,O1,1963
07-Apr-63,Douglas DC-6B,YK-AEB,Syrian Arab Airlines,1.0,Hamah,Syria,A1,1963
07-Apr-63,Curtiss C-46,317,Republic of China AF,9.0,Shuangtan Villag...,Taiwan,A1,1963
08-Apr-63,Vickers 806 Viscount,G-AOYS,BEA,0.0,near Palermo,Italy,A2,1963
08-Apr-63,Douglas DC-7C,PP-PDM,Panair do Brasil,0.0,Rio de Janeiro-G...,Brazil,A1,1963
10-Apr-63,Douglas C-133B Cargomaster,59-0523,USAF,9.0,near Fairfield-Travis...,USA,A1,1963
13-Apr-63,Blackburn Beverley C.1,XB268,RAF,2.0,near El Adem RAF Station,Libya,A1,1963
13-Apr-63,Douglas DC-6B,OY-EAP,Sterling Airways,0.0,Kobenhavn-Kastru...,Denmark,A1,1963
14-Apr-63,Vickers 759D Viscount,TF-ISU,Icelandair,12.0,near Oslo-Fornebu Air...,Norway,A1,1963
18-Apr-63,Scottish Aviation Twin Pioneer CC.2,XL994,RAF,8.0,near Bu Hafafa,U.A.E.,A1,1963
21-Apr-63,Douglas C-47A (DC-3),T.3-44,Spanish AF,7.0,near Fuerteventura,Spain,A1,1963
23-Apr-63,U-1A Otter (DHC-3),55-3291,US Army,3.0,near Masjed Soleyman,Iran,A1,1963
26-Apr-63,Douglas C-47 (DC-3),Unknown,USAF,9.0,near Albuquerque-Kirt...,USA,A1,1963
30-Apr-63,Douglas DC-3-201E,JA5039,All Nippon,0.0,Hachijo Jima Air...,Japan,A1,1963
01-May-63,DHC-3 Otter,JA3115,Nitto Aviation,9.0,Awaji-Shima,Japan,A1,1963
03-May-63,Convair CV-340-59,PP-CDW,Cruzeiro do Sul,37.0,near SÃ£o Paulo-Congo...,Brazil,A1,1963
03-May-63,Douglas DC-6B,F-BIAO,Air Afrique,55.0,Mt. Cameroon,Cameroon,A1,1963
05-May-63,Douglas DC-4,PP-BTR,Paraense Transportes AÃ©reos,0.0,SÃ£o Paulo-Congo...,Brazil,O1,1963
07-May-63,T-39A Sabreliner,61-0644,USAF,0.0,Camp Springs-And...,USA,U1,1963
10-May-63,Douglas DC-3 (R4D-4),JA5040,All Nippon,0.0,Sendai,Japan,U1,1963
12-May-63,Douglas DC-3,SU-AJX,UAA,34.0,Az Zahweyyin,Egypt,A1,1963
14-May-63,Scottish Aviation Twin Pioneer 3,PK-GTC,Garuda,0.0,Wamena Airport (...,Indonesia,A1,1963
18-May-63,Tupolev Tu-104B,CCCP-42483,"Aeroflot, Northern",0.0,near Leningrad-Smolno...,Russia,A1,1963
22-May-63,Douglas C-47B (DC-3),F-OAVR,Air AlgÃ©rie,0.0,Hassi Messaoud A...,Algeria,U1,1963
28-May-63,Douglas VC-117A,45-2545,USAF,0.0,Unknown,Unknown country,A1,1963
28-May-63,Lockheed L-1049G Super Constellation,N189S,Standard Airways,0.0,Manhattan Munici...,USA,A1,1963
30-May-63,Convair CV-990,N5616,American Airlines,0.0,Newark Internati...,USA,O1,1963
31-May-63,Douglas C-47A (DC-3),42-23351,USAF,0.0,unknown,Unknown country,O1,1963
01-Jun-63,Antonov An-2T,CCCP-98275,"Aeroflot, Uzbekistan",0.0,Urgench,Uzbekistan,O1,1963
03-Jun-63,Douglas DC-3 Hiper,VT-AUL,Indian Airlines,29.0,Sarna,India,A1,1963
03-Jun-63,Douglas DC-7CF,N290,Northwest Orient Airlines,101.0,"near Annette Island, ...",Pacific Ocean,A1,1963
05-Jun-63,Douglas DC-3-201,JA5027,All Nippon,0.0,Osaka-Itami Airp...,Japan,A2,1963
10-Jun-63,Douglas C-47A (DC-3),XY-ACS,Union of Burma Airways,20.0,Mt. Kaolokung,China,A1,1963
16-Jun-63,VEB 14P,YR-ILL,Tarom,31.0,near BÃ©kÃ©ssÃ¡mson,Hungary,A1,1963
16-Jun-63,Douglas C-47A (DC-3),953,Chilean AF,19.0,near Puerto Aisen,Chile,A1,1963
16-Jun-63,Douglas C-47A (DC-3),43-15957,USAF,0.0,Aurora-Lowry AFB...,USA,A1,1963
19-Jun-63,Lockheed RB-69A Neptune,54-4041,Republic of China AF,14.0,"Linchuan, Jiangxi",China,C1,1963
21-Jun-63,Curtiss C-46A,PP-NBP,Varig,0.0,Brasilia Interna...,Brazil,A1,1963
21-Jun-63,Boeing KC-135A,57-1498,USAF,1.0,near Springfield-West...,USA,A1,1963
26-Jun-63,Kaiser-Frazer C-119G Flying Boxcar,CP-45/OT-CEE,Belgian AF,38.0,near Detmold,Germany,C1,1963
01-Jul-63,Douglas C-47B (DC-3),PP-VBV,Varig,15.0,near Passo Fundo Airp...,Brazil,A1,1963
01-Jul-63,U-1A Otter (DHC-3),58-1706,US Army,1.0,within Vietnam,Vietnam,A1,1963
02-Jul-63,Martin 4-0-4,N449A,Mohawk Airlines,7.0,Rochester-Monroe...,USA,A1,1963
02-Jul-63,Douglas C-47 (DC-3),FAC-678,Colombian AF,6.0,Tauramena Airpor...,Colombia,A1,1963
03-Jul-63,Douglas DC-3C,ZK-AYZ,New Zealand National Airways,23.0,near Mt. Ngatamahinerua,New Zealand,A1,1963
03-Jul-63,SE-210 Caravelle VI-N,LV-HGY,Aerolineas Argentinas,0.0,near CÃ³rdoba-Pajas B...,Argentina,A1,1963
09-Jul-63,Antonov An-2T,CCCP-01243,"Aeroflot, Yakutsk",0.0,"Botulu, Vilyuisk...",Russia,A1,1963
10-Jul-63,Douglas C-54A (DC-4),HP-382,APASA,0.0,near South Caicos Island,Turks & Caicos,A1,1963
10-Jul-63,Douglas C-47B (DC-3),KN278,RCAF,3.0,"Pierce Lake, SK",Canada,A1,1963
13-Jul-63,Tupolev Tu-104B,CCCP-42492,"Aeroflot, East Siberia",33.0,near Irkutsk Airport ...,Russia,A1,1963
15-Jul-63,Douglas C-47A (DC-3),5R-MAJ,Air Madagascar,6.0,Farafangana Airp...,Madagascar,A1,1963
16-Jul-63,Antonov An-12A,BL734,Indian AF,6.0,near Chandigarh Airpo...,India,A1,1963
17-Jul-63,Curtiss C-46F,B-148,Air America,6.0,Pak Tha,Laos,A1,1963
23-Jul-63,Douglas C-47D (DC-3),43-48766,USAF,0.0,Unknown,Unknown country,A1,1963
24-Jul-63,Antonov An-2T,CCCP-43833,"Aeroflot, Kazakstan",1.0,Karaganda Airpor...,Kazakhstan,A1,1963
28-Jul-63,DH-106 Comet 4C,SU-ALD,UAA,63.0,near Bombay Airport (...,India,A1,1963
31-Jul-63,Lockheed WV-2 Super Constellation,141329,US Navy,0.0,Gander-RCAF Stat...,Canada,A1,1963
31-Jul-63,Douglas C-133A Cargomaster,56-2005,USAF,0.0,"Dover AFB, DE (DOV)",USA,O1,1963
02-Aug-63,DH-106 Comet 4B,G-ARJN,BEA,0.0,Milano-Linate Ai...,Italy,A2,1963
04-Aug-63,Douglas C-49E (DC-3DST-144),PP-SLL,Sadia,10.0,"IbicarÃ©, SC",Brazil,A1,1963
04-Aug-63,Ilyushin Il-14,MT-105,MIAT,0.0,Zavkhan Province,Mongolia,A1,1963
05-Aug-63,Fairchild C-119 Flying Boxcar,Unknown,USAF,0.0,"near Spartanburg, SC",USA,A1,1963
08-Aug-63,Avro Shackleton MR.3,1718/K,South African AF,13.0,"Stettynskloof, W...",South Africa,A1,1963
09-Aug-63,Consolidated PBY-6A Catalina,PT-BBP,Servicios Aerotaxi Abast do Vale,0.0,Unknown,Unknown country,A1,1963
09-Aug-63,Douglas C-117D (DC-3),Unknown,US Navy,0.0,near Amalfi,Italy,A1,1963
10-Aug-63,Consolidated PBY-6A Catalina,L-865,Danish AF,13.0,Kap Desolation,Greenland,A1,1963
14-Aug-63,Curtiss C-46F,N67941,Aaxico Airlines,1.0,near Great Falls-Malm...,USA,A1,1963
16-Aug-63,Antonov An-2T,CCCP-98218,"Aeroflot, Moldova",0.0,Kishinev Airport...,Moldova,O1,1963
16-Aug-63,Tupolev Tu-104A,OK-LDB,CSA,0.0,Mumbai-Santa Cru...,India,O1,1963
16-Aug-63,Lisunov Li-2T,CCCP-65680,"Aeroflot, Moldova",0.0,Kishinev Airport...,Moldova,O1,1963
16-Aug-63,Lisunov Li-2P,CCCP-54920,"Aeroflot, Moldova",0.0,Kishinev Airport...,Moldova,O1,1963
17-Aug-63,DH-114 Heron 1B,JA6155,Fujita Airlines,19.0,Mount Hachijo-Fuji,Japan,A1,1963
21-Aug-63,Tupolev Tu-124,CCCP-45021,"Aeroflot, Moscow",0.0,Neva River,Russia,A1,1963
23-Aug-63,Antonov An-2V,CCCP-35359,"Aeroflot, Uralsk",0.0,between Tazovsko...,Russia,A1,1963
23-Aug-63,Lisunov Li-2,CCCP-54989,"Aeroflot, Far East",0.0,"Nikolskoe, Aleut...",Russia,A1,1963
24-Aug-63,Fairchild F-27,N2707,West Coast Airlines,0.0,near Calgary-McCall F...,Canada,A1,1963
24-Aug-63,Avia 14,CCCP-61617,"Aeroflot, Georgia",32.0,near Kutaisi Airport ...,Georgia,A1,1963
27-Aug-63,Lockheed C-130A Hercules,56-0474,USAF,0.0,Okinawa-Naha AFB...,Japan,O1,1963
28-Aug-63,Boeing KC-135A,61-0319,USAF,6.0,near Bermuda,Atlantic Ocean,A1,1963
28-Aug-63,Boeing KC-135A,61-0322,USAF,5.0,near Bermuda,Atlantic Ocean,A1,1963
29-Aug-63,Douglas C-47B (DC-3),VP-KJT,East African Airways,0.0,Francistown Airp...,Botswana,O1,1963
29-Aug-63,Lockheed P-15 Neptune (P2V-5),7008,Brazilian AF,0.0,Salvador Airport...,Brazil,A1,1963
31-Aug-63,Antonov An-2T,CCCP-01154,"Aeroflot, Armenia",1.0,near Kapan,Armenia,A1,1963
??-AUG-1963,CV-2A Caribou (DHC-4),60-5440,US Army,0.0,A Loui,Vietnam,A1,1963
04-Sep-63,SE-210 Caravelle III,HB-ICV,Swissair,80.0,DÃ¼rrenÃ¤sch,Switzerland,A1,1963
05-Sep-63,Curtiss C-46F,B-150,Air America,2.0,near Ban Phone Mouang,Laos,C1,1963
06-Sep-63,SE-210 Caravelle VI-R,PP-PDU,Panair do Brasil,0.0,"Gamela, PE",Brazil,A1,1963
07-Sep-63,Scottish Aviation Twin Pioneer 1,VR-OAE,Borneo Airways,0.0,near Sibu,Malaysia,A1,1963
09-Sep-63,Vickers 806 Viscount,G-AOJC,BEA,0.0,GenÃ¨ve-Cointrin...,Switzerland,A2,1963
11-Sep-63,Vickers 768D Viscount,VT-DIO,Indian Airlines,18.0,near Agra,India,A1,1963
11-Sep-63,Vickers 610 Viking 1B,F-BJER,Airnautic,40.0,Pic de la Roquette,France,A1,1963
17-Sep-63,PZL MD-12,SP-PAL,PZL-Mielec,5.0,near Bialobrzegi,Poland,A1,1963
20-Sep-63,Scottish Aviation Twin Pioneer 1,PK-GTB,Garuda,7.0,Unknown,Indonesia,A1,1963
21-Sep-63,Vickers 651 Valetta C.1,G-APKR,The Decca Navigator,0.0,London-Gatwick A...,U.K.,A1,1963
22-Sep-63,Douglas C-133A Cargomaster,56-2002,USAF,10.0,"near Cape May, NJ, USA",Atlantic Ocean,A1,1963
24-Sep-63,Bristol 170 Superfreighter 32,G-AMWA,BUAF,0.0,Guernsey Airport...,U.K.,A1,1963
26-Sep-63,Douglas C-47A (DC-3),F-BHKU,Air France,0.0,Oran,Algeria,U1,1963
28-Sep-63,Douglas DC-7B,N843D,Eastern Air Lines,0.0,Nashville Metrop...,USA,A1,1963
28-Sep-63,Fairchild C-123B Provider,55-4513,USAF,0.0,Maha Sarakham,Thailand,A1,1963
09-Oct-63,Douglas C-74 Globemaster I,HP-385,Aeronaves de Panama,6.0,near Marseille-Marign...,France,A1,1963
10-Oct-63,Douglas C-47A (DC-3),42-92885,USAF,0.0,unknown,Unknown country,A1,1963
12-Oct-63,Douglas C-47 (DC-3),T-21,TAM Paraguay,0.0,AsunciÃ³n-Ãu-Gu...,Paraguay,O1,1963
20-Oct-63,Ilyushin Il-14M,CCCP-04197,"Aeroflot, Polar",7.0,Graham Bell Isla...,Russia,A1,1963
21-Oct-63,Fairchild C-119G Flying Boxcar,BK-962,Indian AF,8.0,Bangalore Airpor...,India,A1,1963
22-Oct-63,BAC One-Eleven 200AB,G-ASHG,BAC,7.0,near Chicklade,U.K.,A1,1963
23-Oct-63,Douglas C-47A (DC-3),42-24308,USAF,0.0,unknown,Vietnam,A1,1963
23-Oct-63,Lisunov Li-2,CCCP-16172,"Aeroflot, Uralsk",0.0,Chelyabinsk Airp...,Russia,A1,1963
24-Oct-63,Fairchild C-123B Provider,56-4385,USAF,8.0,near Saigon,Vietnam,C1,1963
24-Oct-63,Douglas C-54A (DC-4),TF-IST,"Icelandair, op.for Danish Government",0.0,Narsarsuaq Airpo...,Greenland,O1,1963
24-Oct-63,Consolidated Vultee PBY-6A Catalina,L-862,Danish AF,0.0,Narsarsuaq Airpo...,Greenland,O1,1963
24-Oct-63,Consolidated Vultee PBY-6A Catalina,L-864,Danish AF,0.0,Narsarsuaq Airpo...,Greenland,O1,1963
29-Oct-63,Douglas C-47A (DC-3),JA5024,All Nippon,0.0,Toyama Airport (...,Japan,U1,1963
01-Nov-63,Douglas C-53C (DC-3),N45335,Lake Central Airlines,0.0,Indianapolis Int...,USA,O1,1963
01-Nov-63,Douglas C-47D (DC-3),43-48294,USAF,0.0,Unknown,Unknown country,A1,1963
02-Nov-63,Martin 2-0-2,N177A,Allegheny Airlines,0.0,Newark Internati...,USA,U1,1963
06-Nov-63,Douglas DC-8-54F,CF-TJM,TCAL,0.0,London Airport (...,U.K.,A2,1963
08-Nov-63,Douglas C-47A (DC-3),OH-LCA,Aero OY,22.0,near Mariehamn Airpor...,Finland,A1,1963
10-Nov-63,Ilyushin Il-18B,CCCP-75686,"Aeroflot, Moscow",0.0,Kuybyshev Airpor...,Russia,A1,1963
12-Nov-63,Boeing 707-437,VT-DJK,Air-India,0.0,Wien-Schwechat I...,Austria,A2,1963
15-Nov-63,Douglas C-47 (DC-3),ETM-6010,Mexican AF,4.0,"Ixtepec, Oaxaca",Mexico,A1,1963
22-Nov-63,Douglas C-47 (DC-3),Unknown,Indian AF,10.0,"near Banihal pass, Ka...",India,A1,1963
28-Nov-63,Convair CV-340 or CV-440,Unknown,AVENSA,0.0,Port of Spain-Pi...,Trinidad & Tobago,H2,1963
29-Nov-63,Douglas DC-8-54F,CF-TJN,TCAL,118.0,Ste-ThÃ©rÃ¨se-de...,Canada,A1,1963
29-Nov-63,Douglas C-47A (DC-3),N386T,Purdue University,1.0,"Morgantown, WV",USA,A1,1963
29-Nov-63,Howard Super Ventura,N555DM,Dumas Milner Corp.,0.0,unknown,Unknown country,O1,1963
30-Nov-63,Douglas C-47A (DC-3),ET-AAT,Ethiopian Air Lines,0.0,Addis Ababa-Lide...,Ethiopia,A1,1963
07-Dec-63,Curtiss C-46A,N609Z,Zantop,3.0,"near Nederland, CO",USA,A1,1963
07-Dec-63,Antonov An-12B,CCCP-11347,"Aeroflot, East Siberia",6.0,near Kirensk Airport,Russia,A1,1963
07-Dec-63,Ilyushin Il-14P,DM-SBL,Interflug,0.0,near KÃ¶nigsbrÃ¼ck,Germany,A1,1963
08-Dec-63,Boeing 707-121,N709PA,Pan Am,81.0,"Elkton, MD",USA,A1,1963
09-Dec-63,Curtiss C-46A,N5160V,private,3.0,near Azores Islands,Atlantic Ocean,A1,1963
12-Dec-63,U-1A Otter (DHC-3),58-1690,US Army,7.0,near Ban Me Thout,Vietnam,C1,1963
12-Dec-63,Douglas C-54A (DC-4),OD-AEB,TMA,3.0,near Ghazni,Afghanistan,A1,1963
16-Dec-63,Lisunov Li-2T,SP-LBG,LOT,0.0,Warszawa-Okecie ...,Poland,A1,1963
21-Dec-63,Convair CV-580,N7601,Union Oil Comp. of California,0.0,Midland Air Term...,USA,A1,1963
27-Dec-63,Douglas C-47A (DC-3),B-815,"Air America, op.for Royal Thai Border Police",12.0,near Songkhla,Thailand,A1,1963
30-Dec-63,Bristol 170 Freighter 31M,9697,RCAF,8.0,near Marville RCAF St...,France,A1,1963
??-???-1963,Lisunov Li-2P,2210,Czechoslovak AF,0.0,Unknown,Unknown country,U1,1963
??-???-1963,Douglas C-47 (DC-3),YA-AAA,Ariana Afghan Airlines,0.0,Logarh Valley,Afghanistan,A1,1963
??-???-1963,Grumman SA-16A Albatross,11019,Republic of China AF,0.0,Unknown,Unknown country,U1,1963
02-Jan-64,Douglas C-124C Globemaster II,52-0968,USAF,9.0,near Hawaii,Pacific Ocean,A1,1964
02-Jan-64,Lockheed 18 Lodestar,N5114,General Motors,0.0,Anderson Municip...,USA,A2,1964
03-Jan-64,Antonov An-2,CCCP-23740,"Aeroflot, Yakutsk",2.0,near Batagay Airport,Russia,A1,1964
03-Jan-64,Curtiss C-46,ZP-CCE,International Products Corp.,0.0,Asuncion-Alfredo...,Paraguay,A1,1964
09-Jan-64,Douglas C-47A (DC-3),CF-ILQ,Austin Airways,0.0,"near Rupert River, QC",Canada,A1,1964
09-Jan-64,Douglas C-47B (DC-3),LV-FYJ,ALA,30.0,"near ZarÃ¡te, BA",Argentina,A1,1964
10-Jan-64,Avro Shackleton MR.3,XF710,RAF,0.0,Culloden Moor,U.K.,A1,1964
13-Jan-64,Curtiss C-46 Super C,SE-CFF,Transair Congo,0.0,Thysville Airport,D.R. Congo,A1,1964
23-Jan-64,Douglas HC-47A,42-93794,USAF,0.0,unknown,Unknown country,A1,1964
25-Jan-64,Antonov An-2,CCCP-13651,"Aeroflot, Kazakstan",3.0,near Kenkiyak,Kazakhstan,A1,1964
28-Jan-64,CT-39A Sabreliner,62-4448,USAF,3.0,near Vogelsberg villa...,Germany,C1,1964
28-Jan-64,Douglas C-47 (DC-3),FAC-658,Colombian AF,0.0,Unknown,Colombia,U1,1964
29-Jan-64,Consolidated C-10A Catalina (PBY-5A),6508,Brazilian AF,1.0,"BelÃ©m, PA",Brazil,A1,1964
03-Feb-64,Douglas C-47A (DC-3),TC-ETI,THY,3.0,near Ankara-Esenboga ...,Turkey,A1,1964
04-Feb-64,Douglas C-47A (DC-3),CP-568,LAB,2.0,near Yacuiba Airport ...,Bolivia,A1,1964
06-Feb-64,Douglas DC-3A-228C,PT-ATP,PerdigÃ£o SA ComÃ©rcio e IndÃºstria,2.0,"near SÃ£o SebastiÃ£o, SC",Brazil,A1,1964
06-Feb-64,Douglas C-54Q (DC-4),56522,US Navy,6.0,"near Calverton, NY",USA,A1,1964
07-Feb-64,Douglas C-47A (DC-3),42-100631,USAF,0.0,Unknown,Unknown country,A1,1964
08-Feb-64,Consolidated C-87,CP-575,CompaÃ±ia Boliviana de Aviacion,0.0,La Paz-El Alto A...,Bolivia,A1,1964
09-Feb-64,Antonov An-2,CCCP-55541,"Aeroflot, Far East",3.0,near Dhzigda Airport,Russia,A1,1964
10-Feb-64,DHC-3 Otter,Unknown,Indian AF,3.0,"Mechuka, Uttar P...",India,A1,1964
15-Feb-64,Douglas C-47A (DC-3),PP-BTU,Paraense Transportes AÃ©reos,0.0,"near Tabajara, RO",Brazil,A1,1964
16-Feb-64,Fairchild C-123 Provider,Unknown,USAF,0.0,Unknown,Unknown country,C1,1964
17-Feb-64,VEB 14P,HA-MAH,Malev,0.0,Budapest-Feriheg...,Hungary,O1,1964
17-Feb-64,Ilyushin Il-14,Unknown,Indian AF,13.0,Banihal Pass,India,A1,1964
18-Feb-64,Grumman G-73 Mallard,JA5067,Nitto Aviation,2.0,near Osaka-Itami Airp...,Japan,A1,1964
21-Feb-64,Douglas C-47B (DC-3),PI-C97,Philippine Air Lines,31.0,near Marawi,Philippines,A1,1964
23-Feb-64,Vickers 732 Viscount,SU-AKX,UAA,0.0,Beirut Internati...,Lebanon,A1,1964
25-Feb-64,Douglas DC-8-21,N8607,Eastern Air Lines,58.0,near New Orleans Inte...,USA,A1,1964
27-Feb-64,Convair CV-240-0,JA5098,Fuji Air Lines,20.0,Oita Airport (OIT),Japan,A1,1964
29-Feb-64,Bristol 175 Britannia 312,G-AOVO,British Eagle,83.0,Mt. Glungezer,Austria,A1,1964
29-Feb-64,Martin 4-0-4,N472M,Mohawk Airlines,0.0,Binghamton Airpo...,USA,A2,1964
01-Mar-64,Lockheed L-049 Constellation,N86504,Paradise Airlines,85.0,near Lake Tahoe Airpo...,USA,A1,1964
04-Mar-64,Fairchild C-119 Flying Boxcar,Unknown,Indian AF,22.0,near Barrackpore Air ...,India,A1,1964
05-Mar-64,Douglas C-47A (DC-3),LN-PAS,WiderÃ¸es Flyveselskap,0.0,Oslo-Fornebu Air...,Norway,A1,1964
08-Mar-64,SAAB Scandia 90A-1,PP-SQY,VASP,0.0,Londrina Airport...,Brazil,A1,1964
08-Mar-64,Douglas C-47A (DC-3),HK-862,LÃ­neas AÃ©reas Taxader,28.0,near FacatavivÃ¡,Colombia,A1,1964
08-Mar-64,Douglas DC-3A,N410D,Hansen Air Activities,1.0,near Chicago-O'Hare I...,USA,A1,1964
09-Mar-64,DH-106 Comet 4,G-APDN,BOAC,0.0,Tehran-Mehrabad ...,Iran,A2,1964
10-Mar-64,Douglas DC-4,N384,Slick Airways,3.0,near Boston-Logan Int...,USA,A1,1964
12-Mar-64,Douglas C-47A (DC-3),N61442,Frontier Airlines,5.0,near Miles City Munic...,USA,A1,1964
14-Mar-64,Douglas C-47B (DC-3),OB-PAX-224,Faucett PerÃº,0.0,Rioja,Peru,A1,1964
17-Mar-64,Douglas C-47A (DC-3),T.3-1,Spanish AF,4.0,Tenerife-Los Rod...,Spain,A1,1964
18-Mar-64,BAC One-Eleven 201AC,G-ASJB,BAC,0.0,Wisley Airfield,U.K.,A1,1964
